issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0500,High,Confirmed,Summary statistics,abramova_2020_genpath,es142,143,c_se,63.1059,3.82068,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0501,High,Confirmed,Summary statistics,abramova_2020_genpath,es143,144,c_se,63.7452,5.562291,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0502,High,Confirmed,Summary statistics,abramova_2020_genpath,es144,145,c_se,3.4941,3.644701,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0503,High,Confirmed,Summary statistics,abramova_2020_genpath,es145,146,c_se,6.324,5.168479,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0504,High,Confirmed,Summary statistics,abramova_2020_genpath,es146,147,c_se,0.436,0.467204,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0505,High,Confirmed,Summary statistics,abramova_2020_genpath,es147,148,c_se,1.0345,0.616432,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0506,High,Confirmed,Summary statistics,abramova_2020_genpath,es148,149,c_se,0.6485,0.280045,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0507,High,Confirmed,Summary statistics,abramova_2020_genpath,es149,150,c_se,0.8773,0.441376,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0508,High,Confirmed,Summary statistics,abramova_2020_genpath,es150,151,c_se,0.6596,0.682381,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0509,High,Confirmed,Summary statistics,abramova_2020_genpath,es151,152,c_se,1.3618,1.164723,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0510,High,Confirmed,Summary statistics,abramova_2020_genpath,es152,153,c_se,10.6014,8.57418,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0511,High,Confirmed,Summary statistics,abramova_2020_genpath,es153,154,c_se,11.0271,10.421458,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0512,High,Confirmed,Summary statistics,abramova_2020_genpath,es154,155,c_se,1.8448,0.864128,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0513,High,Confirmed,Summary statistics,abramova_2020_genpath,es155,156,c_se,2.763,1.295561,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0514,High,Confirmed,Summary statistics,abramova_2020_genpath,es156,157,c_se,5.1394,8.108117,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0515,High,Confirmed,Summary statistics,abramova_2020_genpath,es157,158,c_se,2.6348,7.265923,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0516,High,Confirmed,Summary statistics,abramova_2020_genpath,es158,159,c_se,0.8497,0.531133,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0517,High,Confirmed,Summary statistics,abramova_2020_genpath,es159,160,c_se,1.0345,0.53099,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0518,High,Confirmed,Summary statistics,abramova_2020_genpath,es160,161,c_se,54.0167,13.930026,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0519,High,Confirmed,Summary statistics,abramova_2020_genpath,es160,161,ex_se,42.7578,16.378815,The stored SE is inconsistent with ex_sd / sqrt(ex_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0520,High,Confirmed,Summary statistics,abramova_2020_genpath,es161,162,c_se,42.2685,13.264451,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0521,High,Confirmed,Summary statistics,abramova_2020_genpath,es161,162,ex_se,51.7909,18.9553,The stored SE is inconsistent with ex_sd / sqrt(ex_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0522,High,Confirmed,Summary statistics,abramova_2020_genpath,es162,163,c_se,18.658,12.045387,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0523,High,Confirmed,Summary statistics,abramova_2020_genpath,es162,163,ex_se,13.4021,6.558537,The stored SE is inconsistent with ex_sd / sqrt(ex_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0524,High,Confirmed,Summary statistics,abramova_2020_genpath,es163,164,c_se,15.4811,6.411963,The stored SE is inconsistent with c_sd / sqrt(c_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0525,High,Confirmed,Summary statistics,abramova_2020_genpath,es163,164,ex_se,12.4549,8.4909,The stored SE is inconsistent with ex_sd / sqrt(ex_n).,included_studies/abramova_2020_genpath/abramova2020_descriptives.xlsx,matching descriptive-statistics row,Recalculate SE from the verified SD and n in the corrected copy; preserve the original value in an audit column.
I0526,Medium,Confirmed,Source traceability,barzegar_2014_hippo,es004,5,data_file,barzegar_2014_figure2,barzegar_2014_figure2a.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0527,Medium,Confirmed,Source traceability,barzegar_2014_hippo,es005,6,data_file,barzegar_2014_figure2,barzegar_2014_figure2b.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0528,Medium,Confirmed,Source traceability,barzegar_2014_hippo,es006,7,data_file,barzegar_2014_figure2,barzegar_2014_figure2a.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0529,Medium,Confirmed,Source traceability,barzegar_2014_hippo,es007,8,data_file,barzegar_2014_figure2,barzegar_2014_figure2b.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0530,Medium,Confirmed,Source traceability,barzegar_2014_hippo,es008,9,data_file,barzegar_2014_figure2,barzegar_2014_figure2a.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0531,Medium,Confirmed,Source traceability,arjunan_2023_stress,es014,15,data_file,arjunan_2023_stress_fig3B_per,arjunan_2023_stress_fig3B_peri.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0532,Medium,Confirmed,Source traceability,arjunan_2023_stress,es016,17,data_file,arjunan_2023_stress_fig3B_per,arjunan_2023_stress_fig3B_peri.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0533,Medium,Confirmed,Source traceability,arjunan_2023_stress,es018,19,data_file,arjunan_2023_stress_fig3B_per,arjunan_2023_stress_fig3B_peri.png,No PNG in Metadigitise_figs has the current data_file stem.,Metadigitise_figs/,file inventory,Use the exact saved PNG stem so the extraction is reproducible.
I0534,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es074,75,c_mean; c_sd; c_n; c_se,mean=29; sd=15.7903; n=25; se=3.1581,mean=33.73913; sd=16.895985; n=23; se=3.5230564,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=squares; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0535,High,Confirmed,Source traceability,abramova_2021_front,es074,75,data_source,Figure 2a,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; squares,Change the source field and retain the figure only as a secondary publication reference.
I0536,Medium,Confirmed,Source traceability,abramova_2021_front,es074,75,data_file,OF-pups-abramova2015,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0537,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es075,76,c_mean; c_sd; c_n; c_se,mean=33.7391; sd=16.896; n=23; se=3.5231,mean=29; sd=15.790292; n=25; se=3.1580585,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=squares; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0538,High,Confirmed,Source traceability,abramova_2021_front,es075,76,data_source,Figure 2a,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; squares,Change the source field and retain the figure only as a secondary publication reference.
I0539,Medium,Confirmed,Source traceability,abramova_2021_front,es075,76,data_file,OF-pups-abramova2016,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0540,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es076,77,c_mean; c_sd; c_n; c_se,mean=8.92; sd=6.9337; n=25; se=1.3867,mean=10.130435; sd=8.7557999; n=23; se=1.8257105,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=rearing; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0541,High,Confirmed,Source traceability,abramova_2021_front,es076,77,data_source,Figure 2b,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; rearing,Change the source field and retain the figure only as a secondary publication reference.
I0542,Medium,Confirmed,Source traceability,abramova_2021_front,es076,77,data_file,OF-pups-abramova2017,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0543,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es077,78,c_mean; c_sd; c_n; c_se,mean=10.1304; sd=8.7558; n=23; se=1.8257,mean=8.92; sd=6.933734; n=25; se=1.3867468,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=rearing; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0544,High,Confirmed,Source traceability,abramova_2021_front,es077,78,data_source,Figure 2b,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; rearing,Change the source field and retain the figure only as a secondary publication reference.
I0545,Medium,Confirmed,Source traceability,abramova_2021_front,es077,78,data_file,OF-pups-abramova2018,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0546,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es078,79,c_mean; c_sd; c_n; c_se,mean=1.16; sd=1.4911; n=25; se=0.2982,mean=2.2608696; sd=2.526539; n=23; se=0.52681979,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=center_num; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0547,Medium,Confirmed,Source traceability,abramova_2021_front,es078,79,data_file,OF-pups-abramova2019,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0548,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es079,80,c_mean; c_sd; c_n; c_se,mean=2.2609; sd=2.5265; n=23; se=0.5268,mean=1.16; sd=1.4910846; n=25; se=0.29821692,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=center_num; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0549,Medium,Confirmed,Source traceability,abramova_2021_front,es079,80,data_file,OF-pups-abramova2020,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0550,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es080,81,c_mean; c_sd; c_n; c_se,mean=2.0964; sd=3.3901; n=25; se=0.678,mean=5.1769565; sd=6.837676; n=23; se=1.425754,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=center_totalTime; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0551,Medium,Confirmed,Source traceability,abramova_2021_front,es080,81,data_file,OF-pups-abramova2021,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0552,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es081,82,c_mean; c_sd; c_n; c_se,mean=5.177; sd=6.8377; n=23; se=1.4258,mean=2.0964; sd=3.3900675; n=25; se=0.67801349,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=center_totalTime; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0553,Medium,Confirmed,Source traceability,abramova_2021_front,es081,82,data_file,OF-pups-abramova2022,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0554,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es082,83,c_mean; c_sd; c_n; c_se,mean=3.76; sd=1.6653; n=25; se=0.3331,mean=2.6521739; sd=1.4650068; n=23; se=0.30547504,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=grum_number; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0555,Medium,Confirmed,Source traceability,abramova_2021_front,es082,83,data_file,OF-pups-abramova2023,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0556,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es083,84,c_mean; c_sd; c_n; c_se,mean=2.6522; sd=1.465; n=23; se=0.3055,mean=3.76; sd=1.6653328; n=25; se=0.33306656,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=grum_number; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0557,Medium,Confirmed,Source traceability,abramova_2021_front,es083,84,data_file,OF-pups-abramova2024,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0558,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es084,85,c_mean; c_sd; c_n; c_se,mean=34.048; sd=25.0853; n=25; se=5.0171,mean=16.378696; sd=13.13384; n=23; se=2.738595,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=grum_totalTime; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0559,Medium,Confirmed,Source traceability,abramova_2021_front,es084,85,data_file,OF-pups-abramova2025,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0560,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es085,86,c_mean; c_sd; c_n; c_se,mean=16.3787; sd=13.1338; n=23; se=2.7386,mean=34.048; sd=25.085267; n=25; se=5.0170534,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=grum_totalTime; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0561,Medium,Confirmed,Source traceability,abramova_2021_front,es085,86,data_file,OF-pups-abramova2026,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0562,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es086,87,c_mean; c_sd; c_n; c_se,mean=36.678; sd=36.638; n=25; se=7.3276,mean=39.256957; sd=41.727392; n=23; se=8.7007627,"Control summaries match author raw-data sex=male, whereas offspring_sex and the experimental arm are sex=female.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=freez_totalTime; Control Females,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0563,High,Confirmed,Source traceability,abramova_2021_front,es086,87,data_source,Figure 2c,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; freez_totalTime,Change the source field and retain the figure only as a secondary publication reference.
I0564,Medium,Confirmed,Source traceability,abramova_2021_front,es086,87,data_file,OF-pups-abramova2027,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0565,High,Confirmed,Author raw-data reconciliation,abramova_2021_front,es087,88,c_mean; c_sd; c_n; c_se,mean=39.257; sd=41.7274; n=23; se=8.7008,mean=36.678; sd=36.638022; n=25; se=7.3276043,"Control summaries match author raw-data sex=female, whereas offspring_sex and the experimental arm are sex=male.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; metric=freez_totalTime; Control Males,Replace the four control statistics with the same-sex Control subgroup and retain offspring_sex/experimental statistics.
I0566,High,Confirmed,Source traceability,abramova_2021_front,es087,88,data_source,Figure 2c,Author raw data,"The CSV statistics exactly reproduce the author raw-data subgroup, not the MetaDigitise values for the cited figure.",included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1; No handling; freez_totalTime,Change the source field and retain the figure only as a secondary publication reference.
I0567,Medium,Confirmed,Source traceability,abramova_2021_front,es087,88,data_file,OF-pups-abramova2028,included_studies/abramova_2021_front/abramova_2021_front.xlsx,The current value is not a file in the study folder; the statistics are reproducible from the author workbook.,included_studies/abramova_2021_front/abramova_2021_front.xlsx,Лист1,Use the exact author workbook filename/path in the corrected copy.
I0568,Medium,Review,Statistical assumption,whitlow_1978_thesis,es094,95,c_sd; ex_sd,8.1012; 8.4397,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0569,Medium,Review,Statistical assumption,whitlow_1978_thesis,es095,96,c_sd; ex_sd,8.1012; 7.802,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0570,Medium,Review,Statistical assumption,whitlow_1978_thesis,es096,97,c_sd; ex_sd,6.304; 6.5422,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0571,Medium,Review,Statistical assumption,whitlow_1978_thesis,es097,98,c_sd; ex_sd,6.304; 6.0731,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0572,Medium,Review,Statistical assumption,whitlow_1978_thesis,es098,99,c_sd; ex_sd,4.1629; 5.1708,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0573,Medium,Review,Statistical assumption,whitlow_1978_thesis,es099,100,c_sd; ex_sd,4.1629; 3.9682,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 2 and Metadigitise_figs/whitlow_1978_thesis_fig2.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0574,Medium,Review,Statistical assumption,whitlow_1978_thesis,es100,101,c_sd; ex_sd,2.1166; 1.9186,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0575,Medium,Review,Statistical assumption,whitlow_1978_thesis,es101,102,c_sd; ex_sd,2.1166; 1.9256,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0576,Medium,Review,Statistical assumption,whitlow_1978_thesis,es102,103,c_sd; ex_sd,2.5278; 2.3813,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0577,Medium,Review,Statistical assumption,whitlow_1978_thesis,es103,104,c_sd; ex_sd,2.5278; 2.1914,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
I0578,Medium,Review,Statistical assumption,whitlow_1978_thesis,es104,105,c_sd; ex_sd,1.9596; 1.9209,decision required,stat_comment states SD was imputed as sqrt(mean); the figure error-bar meaning is not reported.,included_studies/whitlow_1978_thesis.pdf,Figure 4 and Metadigitise_figs/whitlow_1978_thesis_fig4.png,"Pre-specify whether to retain this variance assumption, derive an alternative, or include these effects only in sensitivity analysis."
